PLU|DC|WILAYAH|FLAGPROD|MINOR|TIPE_GDG
20012574|G097|MDO||2|
20012575|G097|MDO|TBO=Y|24|
20012672|G097|MDO||1|
20012674|G097|MDO||1|
20012678|G097|MDO||6|
20012679|G097|MDO|TBO=N|6|
20012680|G097|MDO||12|
20012681|G097|MDO|TBO=N|4|
20012688|G097|MDO||2|
20012690|G097|MDO||1|
20012830|G097|MDO||1|
20012831|G097|MDO||1|
20012863|G097|MDO||1|
20012933|G097|MDO|TBO=Y|1|
20013022|G097|MDO||1|
20013023|G097|MDO||1|
20013032|G097|MDO||1|
20013033|G097|MDO||2|
20013047|G097|MDO||1|
20013106|G097|MDO||12|P
20013133|G097|MDO||2|
20013257|G097|MDO||12|P
20013258|G097|MDO||12|
20013259|G097|MDO||12|P
20013260|G097|MDO||12|P
20013298|G097|MDO||1|
20013313|G097|MDO||1|
20013332|G097|MDO||1|
20013333|G097|MDO||1|
20013341|G097|MDO|TBO=N|1|
20013345|G097|MDO|TBO=N|1|
20013378|G097|MDO|TBO=Y|1|
20013433|G097|MDO|TBO=N|2|
20013434|G097|MDO||2|
20013435|G097|MDO||4|
20013445|G097|MDO|BAP=Y,TBO=N|1|
20013464|G097|MDO||1|C
20013465|G097|MDO||1|C
20013531|G097|MDO||1|
20013616|G097|MDO||2|
20013617|G097|MDO||1|
20013643|G097|MDO|TBO=Y|2|
20013662|G097|MDO||4|
20013680|G097|MDO||1|
20013683|G097|MDO||1|
20013772|G097|MDO||1|
20013831|G097|MDO||1|
20013832|G097|MDO||1|
20013924|G097|MDO||1|
20013925|G097|MDO||1|
20013926|G097|MDO||1|
20013927|G097|MDO||2|
20013932|G097|MDO|TBO=Y|1|
20013989|G097|MDO||1|
20014023|G097|MDO||1|C
20014024|G097|MDO||1|C
20014027|G097|MDO||1|C
20014028|G097|MDO||1|
20014069|G097|MDO||4|
20014070|G097|MDO||1|
20014071|G097|MDO||4|
20014081|G097|MDO||2|
20014154|G097|MDO|TBO=Y|2|
20014219|G097|MDO||0|
20014241|G097|MDO||1|
20014279|G097|MDO||0|
20014281|G097|MDO||2|
20014398|G097|MDO||1|
20014399|G097|MDO|TBO=N|1|
20014400|G097|MDO|TBO=N|1|
20014401|G097|MDO||1|
20014457|G097|MDO||0|
20014501|G097|MDO|TBO=Y|1|
20014506|G097|MDO||3|
20014524|G097|MDO|BAP=Y|1000|
20014537|G097|MDO||2|
20014558|G097|MDO||2|
20014559|G097|MDO||1|
20014560|G097|MDO||1|
20014590|G097|MDO||1|
20014608|G097|MDO||2|
20014623|G097|MDO||1|
20014649|G097|MDO|TBO=N|1|
20014694|G097|MDO|TBO=N|2|
20014734|G097|MDO||2|
20014735|G097|MDO||1|
20014813|G097|MDO||1|
20014821|G097|MDO|TBO=Y|1|
20014844|G097|MDO||2|
20014845|G097|MDO||2|
20014916|G097|MDO||1|
20014918|G097|MDO||0|
20014941|G097|MDO||1|
20014954|G097|MDO||4|
20014973|G097|MDO||10|
20014988|G097|MDO||0|
20014993|G097|MDO|TBO=N|4|
20015029|G097|MDO||4|
20015039|G097|MDO||1|
20015040|G097|MDO||1|
20015134|G097|MDO|TBO=N|1|
20015135|G097|MDO|TBO=N|1|
20015171|G097|MDO||2|
20015186|G097|MDO||0|
20015202|G097|MDO|TBO=Y|1|
20015231|G097|MDO||2|
20015232|G097|MDO|TBO=Y|2|
20015233|G097|MDO|TBO=Y|2|
20015235|G097|MDO||1|
20015250|G097|MDO||5|
20015304|G097|MDO|TBO=N|1|
20015368|G097|MDO|TBO=Y|2|
20015478|G097|MDO||0|
20015505|G097|MDO||0|
20015506|G097|MDO||0|
20015507|G097|MDO||0|
20015508|G097|MDO||0|
20015509|G097|MDO||0|
20015510|G097|MDO||0|
20015572|G097|MDO|TBO=N|1|
20015573|G097|MDO|TBO=N|1|
20015608|G097|MDO|BAP=Y|1000|
20015737|G097|MDO|TBO=N|12|
20015821|G097|MDO||1|
20015838|G097|MDO|TBO=N|24|
20015850|G097|MDO||1|
20015963|G097|MDO||2|
20016022|G097|MDO||1|
20016076|G097|MDO||1|
20016096|G097|MDO||1|
20016201|G097|MDO|TBO=Y|1|
20016240|G097|MDO||1|
20016245|G097|MDO||24|
20016246|G097|MDO||24|
20016247|G097|MDO||24|
20016379|G097|MDO||1|
20016388|G097|MDO|TBO=Y|1|
20016399|G097|MDO||13|
20016582|G097|MDO||1|
20016624|G097|MDO|TBO=N|48|
20016706|G097|MDO||10|
20016809|G097|MDO||1|
20016849|G097|MDO||1|
20016864|G097|MDO||3|
20016897|G097|MDO||2|
20016904|G097|MDO||1|
20016949|G097|MDO|TBO=Y|12|
20017043|G097|MDO|TBO=N|1|
20017046|G097|MDO|TBO=Y|1|
20017057|G097|MDO||1|
20017081|G097|MDO||1|
20017089|G097|MDO||1|
20017113|G097|MDO||1|
20017141|G097|MDO||1|
20017225|G097|MDO||1|
20017253|G097|MDO||2|
20017289|G097|MDO||2|
20017349|G097|MDO||3|
20017478|G097|MDO||1|
20017575|G097|MDO|TBO=N|6|
20017679|G097|MDO||2|
20017741|G097|MDO|TBO=Y|1|
20017742|G097|MDO|TBO=Y|1|
20017745|G097|MDO||2|
20017746|G097|MDO|TBO=Y|2|
20017911|G097|MDO||1|
20017931|G097|MDO||1|
20017965|G097|MDO|TBO=N|1|
20017977|G097|MDO||1|
20017981|G097|MDO|TBO=Y|1|
20017991|G097|MDO|TBO=Y|1|
20018004|G097|MDO||1|
20018009|G097|MDO||1|
20018012|G097|MDO|TBO=N|1|
20018019|G097|MDO||0|
20018104|G097|MDO||0|
20018225|G097|MDO||1|
20018270|G097|MDO||1|
20018272|G097|MDO||12|
20018326|G097|MDO||1|
20018354|G097|MDO||1|
20018396|G097|MDO||1|
20018398|G097|MDO||1|
20018435|G097|MDO||6|
20018436|G097|MDO||1|
20018501|G097|MDO|BAP=Y|1|
20018505|G097|MDO||1|
20018509|G097|MDO||0|
20018635|G097|MDO||1|
20018640|G097|MDO|TBO=Y|2|
20018656|G097|MDO|TBO=N|1|
20018697|G097|MDO||1|
20018765|G097|MDO||1|
20018771|G097|MDO||1|C
20018780|G097|MDO|TBO=Y|1|
20018781|G097|MDO|TBO=Y|1|
20018812|G097|MDO||1|
20018822|G097|MDO||2|
20018825|G097|MDO||1|
20018829|G097|MDO||2|
20018904|G097|MDO||24|
20018905|G097|MDO||2|
20018943|G097|MDO|TBO=Y|1|
20018965|G097|MDO||1|
20019050|G097|MDO||1|
20019051|G097|MDO||1|
20019064|G097|MDO||1|
20019170|G097|MDO||1|
20019179|G097|MDO||24|
20019180|G097|MDO||1|
20019249|G097|MDO||12|
20019253|G097|MDO||1|
20019314|G097|MDO||1|
20019315|G097|MDO||1|
20019342|G097|MDO||1|
20019404|G097|MDO||1|
20019446|G097|MDO||1|
20019478|G097|MDO||1|
20019479|G097|MDO||30|
20019480|G097|MDO||2|
20019481|G097|MDO||1|
20019482|G097|MDO||30|
20019529|G097|MDO||2|
20019532|G097|MDO||1|
20019553|G097|MDO||1|
20019554|G097|MDO||1|
20019555|G097|MDO||1|
20019566|G097|MDO||2|
20019597|G097|MDO|TBO=N|9|
20019631|G097|MDO||12|
20019673|G097|MDO|TBO=N|6|
20019674|G097|MDO|TBO=N|24|
20019710|G097|MDO||0|
20019757|G097|MDO||12|P
20019758|G097|MDO||0|
20019759|G097|MDO||0|
20019802|G097|MDO||1|
20019808|G097|MDO||0|
20019814|G097|MDO||1|
20019815|G097|MDO|TBO=N|1|
20019830|G097|MDO||2|
20019831|G097|MDO||1|
20019906|G097|MDO||1|C
20019930|G097|MDO|TBO=Y|40|
20019932|G097|MDO||0|
20019982|G097|MDO||0|
20019987|G097|MDO||1|
20019988|G097|MDO||1|
20020008|G097|MDO||0|
20020016|G097|MDO|TBO=Y|1|
20020017|G097|MDO||2|
20020018|G097|MDO||1|
20020019|G097|MDO||1|
20020089|G097|MDO||0|
20020090|G097|MDO||2|
20020091|G097|MDO||0|
20020120|G097|MDO||1|
20020128|G097|MDO|TBO=N|36|
20020171|G097|MDO||0|
20020184|G097|MDO|BAP=Y|4|
20020212|G097|MDO||1|
20020226|G097|MDO||2|
20020245|G097|MDO||1|
20020255|G097|MDO||1|
20020285|G097|MDO||2|C
20020329|G097|MDO||2|
20020355|G097|MDO||1|
20020399|G097|MDO||1|
20020438|G097|MDO|TBO=N|1|
20020439|G097|MDO|TBO=N|1|
20020474|G097|MDO||1|
20020476|G097|MDO||1|
20020536|G097|MDO||1|
20020574|G097|MDO||1|
20020606|G097|MDO||0|
20020625|G097|MDO|TBO=Y|1|
20020667|G097|MDO||0|
20020668|G097|MDO||0|
20020671|G097|MDO||0|
20020770|G097|MDO||1|
20020856|G097|MDO||1|
20020977|G097|MDO|TBO=N|2|
20021004|G097|MDO||1|
20021029|G097|MDO|TBO=N|4|
20021032|G097|MDO|TBO=N|30|
20021173|G097|MDO||1|
20021174|G097|MDO||1|
20021178|G097|MDO||12|
20021214|G097|MDO||1|
20021218|G097|MDO||1|
20021228|G097|MDO||1|
20021231|G097|MDO||1|
20021255|G097|MDO||0|
20021256|G097|MDO||1|
20021257|G097|MDO||2|
20021323|G097|MDO||2|
20021324|G097|MDO|TBO=N|2|
20021326|G097|MDO|TBO=N|1|
20021330|G097|MDO||2|
20021339|G097|MDO||1|
20021340|G097|MDO||1|
20021359|G097|MDO||1|
20021391|G097|MDO|BAP=Y,TBO=N|6|
20021392|G097|MDO|BAP=Y,TBO=N|6|
20021393|G097|MDO|BAP=Y,TBO=N|6|
20021394|G097|MDO|TBO=N|2|
20021434|G097|MDO||1|
20021435|G097|MDO||1|
20021454|G097|MDO||1|
20021482|G097|MDO||1|
20021569|G097|MDO||1|
20021571|G097|MDO||1|
20021582|G097|MDO||1|
20021695|G097|MDO||5|
20021697|G097|MDO|TBO=Y|2|
20021736|G097|MDO|TBO=N|1|
20021810|G097|MDO||1|
20021816|G097|MDO|TBO=N|2|
20021822|G097|MDO|TBO=N|1|
20021884|G097|MDO|TBO=Y|1|
20021895|G097|MDO||1|
20021898|G097|MDO|TBO=Y|1|
20021899|G097|MDO|TBO=Y|1|
20021900|G097|MDO|TBO=Y|1|
20021935|G097|MDO||1|
20022011|G097|MDO|TBO=N|2|
20022015|G097|MDO|TBO=N|1|
20022275|G097|MDO||0|
20022276|G097|MDO||1|
20022277|G097|MDO||0|
20022278|G097|MDO||0|
20022280|G097|MDO||1|
20022316|G097|MDO|TBO=Y|1|
20022317|G097|MDO|TBO=Y|3|
20022403|G097|MDO|TBO=N|12|
20022418|G097|MDO|TBO=Y|1|
20022431|G097|MDO||1|
20022488|G097|MDO|TBO=Y|1|
20022498|G097|MDO||1|
20022542|G097|MDO||1|
20022543|G097|MDO||1|C
20022628|G097|MDO||1|
20022639|G097|MDO||2|
20022668|G097|MDO||1|
20022693|G097|MDO|TBO=Y|1|
20022697|G097|MDO||2|
20022698|G097|MDO|TBO=N|6|
20022701|G097|MDO||2|
20022707|G097|MDO||1|
20022708|G097|MDO||1|
20022721|G097|MDO||0|
20022902|G097|MDO||2|
20022903|G097|MDO||1|
20022908|G097|MDO||6|
20022917|G097|MDO||1|
20022928|G097|MDO||1|
20022930|G097|MDO||1|
20023011|G097|MDO||1|
20023023|G097|MDO||1|
20023026|G097|MDO||1|
20023059|G097|MDO|TBO=Y|1|
20023111|G097|MDO||1|
20023148|G097|MDO|TBO=N|2|
20023157|G097|MDO||0|
20023287|G097|MDO|TBO=N|2|
20023435|G097|MDO||3|
20023539|G097|MDO||1|C
20023606|G097|MDO||1|
20023627|G097|MDO||1|
20023725|G097|MDO||1|C
20023765|G097|MDO|TBO=N|1|
20023797|G097|MDO||2|
20023803|G097|MDO||1|
20023804|G097|MDO||1|
20023809|G097|MDO|TBO=N|1|
20023821|G097|MDO||1|
20023845|G097|MDO||1|
20023846|G097|MDO||4|
20023852|G097|MDO||1|
20023870|G097|MDO||1|
20023890|G097|MDO||1|
20023891|G097|MDO||1|
20023897|G097|MDO||1|
20023898|G097|MDO||1|
20023912|G097|MDO||1|
20023933|G097|MDO||1|
20024079|G097|MDO|BAP=Y,TBO=N|100|
20024096|G097|MDO||1|
20024136|G097|MDO||0|
20024254|G097|MDO|TBO=N|1|
20024256|G097|MDO||1|
20024302|G097|MDO||1|
20024303|G097|MDO|BAP=Y|1|
20024304|G097|MDO|BAP=Y|4|
20024305|G097|MDO|BAP=Y|4|
20024306|G097|MDO||1|
20024324|G097|MDO||40|
20024477|G097|MDO|TBO=Y|1|
20024512|G097|MDO||1|
20024517|G097|MDO||1|
20024538|G097|MDO||1|
20024539|G097|MDO||2|
20024606|G097|MDO||1|
20024644|G097|MDO||1|
20024645|G097|MDO|TBO=Y|6|
20024699|G097|MDO|TBO=N|20|
20024737|G097|MDO||2|
20024856|G097|MDO|TBO=N|2|
20024857|G097|MDO||1|
20024858|G097|MDO||1|
20024908|G097|MDO||1|
20024922|G097|MDO||1|
20024961|G097|MDO||1|
20024980|G097|MDO||1|
20024988|G097|MDO||1|
20025002|G097|MDO||1|
20025041|G097|MDO||1|
20025050|G097|MDO||2|
20025096|G097|MDO||1|
20025126|G097|MDO||1|
20025128|G097|MDO||1|
20025129|G097|MDO||1|
20025130|G097|MDO||2|
20025131|G097|MDO||1|
20025132|G097|MDO||1|
20025283|G097|MDO||2|
20025285|G097|MDO|TBO=Y|1|
20025333|G097|MDO||1|C
20025350|G097|MDO||1|
20025357|G097|MDO|BAP=Y|0|
20025359|G097|MDO||2|
20025365|G097|MDO||1|
20025407|G097|MDO||1|
20025411|G097|MDO|TBO=Y|1|
20025412|G097|MDO|TBO=Y|1|
20025415|G097|MDO||12|
20025416|G097|MDO|TBO=Y|12|
20025418|G097|MDO||40|
20025487|G097|MDO|TBO=N|20|
20025507|G097|MDO||2|
20025508|G097|MDO||12|
20025553|G097|MDO||2|C
20025563|G097|MDO||1|
20025583|G097|MDO||1|
20025592|G097|MDO||1|
20025594|G097|MDO||2|
20025648|G097|MDO||1|
20025649|G097|MDO||1|
20025695|G097|MDO|TBO=Y|1|
20025696|G097|MDO|TBO=Y|1|
20025701|G097|MDO||1|
20025741|G097|MDO||4|
20025752|G097|MDO||2|
20025753|G097|MDO|TBO=N|2|
20025756|G097|MDO||1|
20025757|G097|MDO||1|
20025762|G097|MDO|TBO=N|2|
20025825|G097|MDO||1|
20025847|G097|MDO|TBO=Y|1|
20025863|G097|MDO||2|
20025864|G097|MDO||2|
20025967|G097|MDO||2|
20025987|G097|MDO|TBO=Y|2|
20026083|G097|MDO||1|
20026088|G097|MDO||1|F
20026187|G097|MDO||1|
20026226|G097|MDO||12|
20026305|G097|MDO|TBO=N|8|
20026343|G097|MDO||6|
20026370|G097|MDO||23|
20026384|G097|MDO||1|
20026410|G097|MDO||1|
20026412|G097|MDO||1|
20026532|G097|MDO||1|
20026676|G097|MDO||2|
20026703|G097|MDO||1|
20026780|G097|MDO||1|
20026791|G097|MDO||1|
20026807|G097|MDO||1|C
20026865|G097|MDO||1|
20026897|G097|MDO|TBO=N|4|
20026939|G097|MDO||1|C
20026945|G097|MDO||2|
20026991|G097|MDO||0|
20026992|G097|MDO||0|
20027006|G097|MDO||1|
20027007|G097|MDO||1|
20027014|G097|MDO||0|
20027051|G097|MDO|TBO=Y|1|
20027056|G097|MDO||1|
20027074|G097|MDO||1|
20027090|G097|MDO||1|
20027091|G097|MDO||1|
20027092|G097|MDO||1|
20027095|G097|MDO|TBO=N|2|
20027096|G097|MDO||1|
20027097|G097|MDO|TBO=N|2|
20027165|G097|MDO|TBO=Y|2|
20027166|G097|MDO|TBO=N|30|
20027167|G097|MDO|TBO=N|32|
20027171|G097|MDO|TBO=Y|1|
20027185|G097|MDO||2|
20027186|G097|MDO||2|
20027214|G097|MDO|TBO=Y|2|
20027227|G097|MDO||3|
20027240|G097|MDO||1|
20027241|G097|MDO||1|
20027272|G097|MDO|TBO=Y|1|
20027312|G097|MDO||2|
20027368|G097|MDO||2|
20027384|G097|MDO||1|
20027387|G097|MDO||1|
20027448|G097|MDO|TBO=N|24|
20027449|G097|MDO|TBO=Y|1|
20027530|G097|MDO||24|
20027551|G097|MDO||2|
20027587|G097|MDO||1|
20027588|G097|MDO|TBO=N|1|
20027609|G097|MDO||1|
20027661|G097|MDO||1|
20027768|G097|MDO||4|
20027833|G097|MDO||1|
20027837|G097|MDO||1|
20027844|G097|MDO||1|
20027846|G097|MDO||1|
20027848|G097|MDO|TBO=Y|2|
20027850|G097|MDO||1|
20027862|G097|MDO||1|
20027864|G097|MDO||2|
20027865|G097|MDO||1|
20027866|G097|MDO||1|
20027867|G097|MDO||1|
20027868|G097|MDO||1|
20027869|G097|MDO||1|
20027871|G097|MDO||1|
20027910|G097|MDO||1|
20027950|G097|MDO|TBO=Y|1|
20027963|G097|MDO||1|
20027997|G097|MDO||1|
20028001|G097|MDO||1|
20028002|G097|MDO||1|
20028005|G097|MDO||2|
20028161|G097|MDO||2|
20028227|G097|MDO||24|
20028239|G097|MDO||1|
20028241|G097|MDO||0|
20028242|G097|MDO||0|
20028307|G097|MDO||0|
20028329|G097|MDO||1|
20028342|G097|MDO||2|
20028354|G097|MDO|BAP=Y|1|
20028457|G097|MDO||1|
20028467|G097|MDO|TBO=N|1|
20028468|G097|MDO||2|
20028580|G097|MDO|TBO=N|1|
20028582|G097|MDO||0|
20028585|G097|MDO|TBO=N|60|
20028593|G097|MDO|BAP=Y|1|
20028732|G097|MDO||2|
20028734|G097|MDO||0|
20028767|G097|MDO||1|
20028776|G097|MDO||1|
20028779|G097|MDO||1|
20028793|G097|MDO|TBO=N|2|
20028871|G097|MDO|TBO=Y|1|
20028880|G097|MDO|TBO=Y|6|
20028910|G097|MDO|TBO=Y|1|
20028970|G097|MDO||1|
20029005|G097|MDO|TBO=N|1|C
20029054|G097|MDO||24|
20029105|G097|MDO|TBO=Y|1|
20029106|G097|MDO|TBO=Y|1|
20029127|G097|MDO||1|
20029222|G097|MDO||2|
20029228|G097|MDO||1|
20029237|G097|MDO||2|
20029268|G097|MDO||1|
20029278|G097|MDO||1|
20029293|G097|MDO||1|
20029296|G097|MDO|TBO=N|4|
20029306|G097|MDO||2|
20029331|G097|MDO|TBO=Y|1|
20029337|G097|MDO||1|
20029355|G097|MDO||1|
20029372|G097|MDO|TBO=N|1|
20029549|G097|MDO||0|
20029556|G097|MDO||1|
20029634|G097|MDO|TBO=Y|10|
20029636|G097|MDO||1|
20029646|G097|MDO||1|
20029731|G097|MDO||10|
20029756|G097|MDO||1|
20029770|G097|MDO||1|
20029782|G097|MDO||12|
20029816|G097|MDO||0|
20029837|G097|MDO||1|
20030100|G097|MDO||1|
20030118|G097|MDO||1|
20030176|G097|MDO||1|C
20030185|G097|MDO|TBO=N|2|
20030363|G097|MDO||1|C
20030414|G097|MDO||2|
20030445|G097|MDO|TBO=N|1|
20030446|G097|MDO|TBO=N|6|
20030503|G097|MDO|TBO=Y|1|
20030547|G097|MDO|TBO=N|24|
20030638|G097|MDO||1|
20030644|G097|MDO|TBO=Y|1|
20030646|G097|MDO||1|
20030722|G097|MDO||1|
20030801|G097|MDO||1|
20030802|G097|MDO||1|
20030922|G097|MDO||1|
20030940|G097|MDO||1|
20030950|G097|MDO||1|
20030982|G097|MDO||1|
20030983|G097|MDO||1|
20031087|G097|MDO||1|
20031208|G097|MDO||1|
20031215|G097|MDO||1|
20031230|G097|MDO||1|
20031232|G097|MDO||1|
20031233|G097|MDO||1|
20031235|G097|MDO||2|
20031236|G097|MDO||1|
20031238|G097|MDO||1|
20031318|G097|MDO|TBO=N|1|
20031344|G097|MDO||24|
20031487|G097|MDO||1|
20031552|G097|MDO|TBO=Y|1|
20031636|G097|MDO||1|
20031682|G097|MDO||1|
20031736|G097|MDO||2|
20031770|G097|MDO||1|
20031771|G097|MDO||1|
20031775|G097|MDO||5|
20031780|G097|MDO||1|
20031784|G097|MDO|TBO=Y|1|
20031792|G097|MDO||1|
20031830|G097|MDO||1|
20031834|G097|MDO|TBO=N|1|
20031907|G097|MDO|TBO=N|2|
20031910|G097|MDO||0|
20031946|G097|MDO||3|
20031983|G097|MDO||2|
20031999|G097|MDO||1|
20032058|G097|MDO|TBO=N|2|
20032099|G097|MDO||20|
20032100|G097|MDO||20|
20032200|G097|MDO||0|
20032250|G097|MDO||1|
20032252|G097|MDO||1|
20032259|G097|MDO||1|
20032298|G097|MDO||1|C
20032306|G097|MDO||1|
20032307|G097|MDO||1|
20032309|G097|MDO||1|
20032343|G097|MDO|TBO=Y|1|
20032344|G097|MDO|TBO=Y|1|
20032366|G097|MDO||24|
20032368|G097|MDO||24|
20032406|G097|MDO||0|
20032448|G097|MDO||1|
20032449|G097|MDO||1|
20032453|G097|MDO||1|
20032503|G097|MDO||1|
20032519|G097|MDO||30|
20032643|G097|MDO||4|
20032644|G097|MDO||2|
20032723|G097|MDO|TBO=N|2|
20032749|G097|MDO|TBO=N|6|
20032777|G097|MDO|TBO=Y|1|
20032778|G097|MDO|TBO=Y|1|
20032779|G097|MDO|TBO=Y|1|
20032780|G097|MDO|TBO=Y|1|
20032781|G097|MDO|TBO=Y|0|
20032785|G097|MDO|TBO=Y|2|
20032792|G097|MDO||1|
20032806|G097|MDO||2|
20032859|G097|MDO||1|
20032880|G097|MDO||1|
20032984|G097|MDO||1|
20032997|G097|MDO||1|
20032999|G097|MDO||1|
20033003|G097|MDO||1|
20033026|G097|MDO||2|
20033066|G097|MDO||0|
20033091|G097|MDO||0|
20033217|G097|MDO||1|
20033222|G097|MDO||0|
20033284|G097|MDO||0|
20033350|G097|MDO||2|P
20033351|G097|MDO||2|P
20033353|G097|MDO||1|
20033360|G097|MDO||1|
20033392|G097|MDO||2|
20033397|G097|MDO||1|
20033450|G097|MDO||2|
20033452|G097|MDO||1|
20033453|G097|MDO||1|
20033458|G097|MDO|TBO=Y|10|
20033468|G097|MDO||0|
20033504|G097|MDO||3|
20033506|G097|MDO||0|
20033519|G097|MDO||2|
20033520|G097|MDO|TBO=Y|2|
20033528|G097|MDO||3|
20033530|G097|MDO||1|
20033537|G097|MDO||1|
20033539|G097|MDO||1|
20033542|G097|MDO||1|
20033544|G097|MDO|TBO=Y|1|
20033546|G097|MDO||2|
20033547|G097|MDO||2|
20033548|G097|MDO||1|
20033574|G097|MDO||1|
20033575|G097|MDO|TBO=Y|1|
20033585|G097|MDO||0|
20033586|G097|MDO||0|
20033588|G097|MDO||0|
20033592|G097|MDO||0|
20033594|G097|MDO||1|C
20033595|G097|MDO||1|C
20033598|G097|MDO||1|C
20033605|G097|MDO||1|
20033634|G097|MDO||1|
20033636|G097|MDO||1|
20033639|G097|MDO||1|
20033662|G097|MDO||1|
20033668|G097|MDO|TBO=Y|1|
20033669|G097|MDO|TBO=N|1|
20033670|G097|MDO|TBO=N|1|
20033671|G097|MDO|TBO=N|1|
20033672|G097|MDO|TBO=N|1|
20033689|G097|MDO||0|
20033690|G097|MDO||0|
20033691|G097|MDO||0|
20033717|G097|MDO|BAP=Y|1|
20033773|G097|MDO|TBO=Y|1|
20033798|G097|MDO||1|
20033846|G097|MDO||2|
20033962|G097|MDO|TBO=Y|1|
20033964|G097|MDO||1|
20033965|G097|MDO||1|
20033978|G097|MDO||1|
20034034|G097|MDO||1|
20034036|G097|MDO|TBO=N|2|
20034041|G097|MDO||1|
20034042|G097|MDO||1|
20034044|G097|MDO||1|
20034046|G097|MDO||2|
20034077|G097|MDO||2|
20034078|G097|MDO|TBO=N|2|
20034079|G097|MDO|TBO=N|6|
20034080|G097|MDO||2|
20034118|G097|MDO||1|
20034119|G097|MDO||1|
20034120|G097|MDO||1|
20034122|G097|MDO||1|
20034196|G097|MDO||1|
20034266|G097|MDO||1|
20034274|G097|MDO||1|
20034303|G097|MDO||1|
20034304|G097|MDO||2|
20034315|G097|MDO|TBO=N|1|
20034340|G097|MDO||1|
20034342|G097|MDO||1|
20034353|G097|MDO||1|
20034399|G097|MDO||0|
20034413|G097|MDO||1|
20034447|G097|MDO||1|
20034449|G097|MDO||12|
20034450|G097|MDO|TBO=N|4|
20034506|G097|MDO|TBO=N|1|
20034526|G097|MDO||0|
20034536|G097|MDO|TBO=N|4|
20034557|G097|MDO||0|
20034577|G097|MDO|TBO=N|4|
20034583|G097|MDO||1|
20034618|G097|MDO|TBO=Y|24|
20034619|G097|MDO||12|
20034678|G097|MDO||1|
20034682|G097|MDO|TBO=N|2|
20034684|G097|MDO|TBO=N|2|
20034685|G097|MDO|TBO=N|10|
20034686|G097|MDO|TBO=N|4|
20034699|G097|MDO|TBO=Y|1|
20034716|G097|MDO|TBO=N|2|
20034747|G097|MDO|BAP=Y,TBO=N|1|
20034842|G097|MDO||1|
20034850|G097|MDO||1|
20034921|G097|MDO||1|C
20034938|G097|MDO|TBO=N|1|
20034940|G097|MDO|TBO=N|1|
20034941|G097|MDO|TBO=N|1|
20034947|G097|MDO||1|
20034992|G097|MDO|TBO=Y|1|
20034993|G097|MDO||2|
20035113|G097|MDO||3|
20035152|G097|MDO|TBO=N|1|
20035172|G097|MDO|BAP=Y|1|
20035226|G097|MDO||0|
20035259|G097|MDO||0|
20035260|G097|MDO||0|
20035264|G097|MDO||5|
20035266|G097|MDO||1|
20035267|G097|MDO||1|
20035268|G097|MDO||0|
20035278|G097|MDO||1|
20035391|G097|MDO||1|
20035484|G097|MDO|TBO=N|24|
20035489|G097|MDO||1|
20035515|G097|MDO|TBO=Y|48|
20035518|G097|MDO||48|
20035535|G097|MDO||1|
20035536|G097|MDO||1|
20035546|G097|MDO||2|
20035548|G097|MDO||5|
20035565|G097|MDO|BAP=Y|2|
20035586|G097|MDO||1|
20035615|G097|MDO|TBO=Y|1|
20035626|G097|MDO|TBO=N|1|
20035627|G097|MDO|TBO=N|1|
20035628|G097|MDO|TBO=N|1|
20035629|G097|MDO|TBO=N|1|
20035630|G097|MDO|TBO=N|1|
20035631|G097|MDO|TBO=N|1|
20035632|G097|MDO|TBO=N|1|
20035633|G097|MDO||1|
20035634|G097|MDO||1|
20035635|G097|MDO|TBO=N|1|
20035636|G097|MDO||1|
20035678|G097|MDO||1|
20035683|G097|MDO||1|
20035686|G097|MDO|TBO=N|1|
20035692|G097|MDO|TBO=Y|1|
20035693|G097|MDO||1|
20035816|G097|MDO|TBO=Y|1|
20035829|G097|MDO|TBO=N|24|
20035832|G097|MDO||1|
20035877|G097|MDO||1|
20035878|G097|MDO||1|
20035882|G097|MDO||1|
20035884|G097|MDO||1|
20035885|G097|MDO||1|
20035889|G097|MDO||1|
20035963|G097|MDO||0|
20035976|G097|MDO||1|
20035983|G097|MDO||1|
20035998|G097|MDO|TBO=Y|16|
20035999|G097|MDO||1|
20036000|G097|MDO||1|
20036031|G097|MDO||1|
20036047|G097|MDO|TBO=N|12|
20036048|G097|MDO||1|
20036081|G097|MDO||1|
20036082|G097|MDO||1|
20036083|G097|MDO|TBO=Y|1|
20036129|G097|MDO||1|
20036130|G097|MDO|TBO=Y|1|
20036135|G097|MDO||1|
20036146|G097|MDO||1|
20036147|G097|MDO||1|
20036148|G097|MDO||12|
20036157|G097|MDO||24|
20036191|G097|MDO|TBO=N|2|
20036194|G097|MDO||2|
20036238|G097|MDO||0|
20036239|G097|MDO||1|
20036241|G097|MDO||1|
20036308|G097|MDO|BAP=Y|1000|
20036334|G097|MDO||1|
20036344|G097|MDO||1|
20036430|G097|MDO||1|
20036431|G097|MDO||1|
20036433|G097|MDO|TBO=Y|1|
20036467|G097|MDO||1|
20036469|G097|MDO||1|
20036515|G097|MDO||1|
20036545|G097|MDO||1|
20036546|G097|MDO||1|
20036548|G097|MDO||150|
20036578|G097|MDO||1|
20036590|G097|MDO|TBO=N|20|
20036593|G097|MDO|TBO=N|24|
20036696|G097|MDO||1|
